"","year","number","day","month","duration","frame","place","region","goal","form","part","noorg","smorl","psmorl","smon","psmon","union","church","sdp","cp","green","centmodr","right","establ","left","reaction","arrested","wounded","instit","ac","ic","numberac","city","numberic","multeven","c","smo1","smo2","smo3","country","sform","nsm","sgoal","part2","union2","church2","sdp2","left2","centmod2","cp2","green2","establ2","fascrac","cmfinal","sform2","partpm"
"160",76,67,20,12,1,"national","large city",110,"Frauenbewegung","manifestation, march",5000,0,0,0,0,1,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,111,NA,1,76067,1755,NA,NA,"netherlands","demonstrative",1,"women movement",5000,0,0,0,0,0,0,0,0,0,0,"demonstrative",354.609929078014
"161",76,68,20,12,1,"national","large city",110,"Frauenbewegung","publicit0 m0dias",2000,0,0,0,0,1,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,111,NA,1,76068,1755,NA,NA,"netherlands","conventional",1,"women movement",2000,0,0,0,0,0,0,0,0,0,0,"conventional",141.843971631206
"162",76,69,27,12,1,"national","large city",120,"religi0se Bewegung","manifestation, march",500,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,122,NA,1,76069,NA,NA,NA,"netherlands","demonstrative",0,"other right",500,0,0,0,0,0,0,0,0,0,0,"demonstrative",35.4609929078022
"163",76,70,27,12,1,"national","large city",120,"religi0se Bewegung","campagne collection",NA,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,122,NA,1,76070,NA,NA,NA,"netherlands","demonstrative",0,"other right",500,0,0,0,0,0,0,0,0,0,0,"petitions",35.4609929078022
"164",77,1,10,1,9,"national","large city",145,"Arbeitslosigkeit, En","occupation lieux",300,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,146,NA,1,77001,1234,NA,NA,"netherlands","confrontative",0,"labor movement",300,0,0,0,0,0,0,0,0,0,0,"confrontative",21.2765957446808
"165",77,2,10,1,1,"national","large city",145,"Arbeitslosigkeit, En","manifestation, march",400,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,146,NA,1,77002,NA,NA,NA,"netherlands","demonstrative",0,"labor movement",400,0,0,0,0,0,0,0,0,0,0,"demonstrative",28.3687943262411
"166",77,3,17,1,1,"national","small town or countr",135,"gegen konventionelle","publicit0 m0dias",1,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,34,0,0,"no","no","yes",NA,136,1212,1,77003,NA,NA,NA,"netherlands","conventional",1,"ecology movement",1,0,0,0,0,0,0,0,0,0,0,"conventional",0.0709219858156023
"167",77,4,17,1,1,NA,"small town or countr",135,"Arbeitslosigkeit, En","manifestation, march",2000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,77004,NA,NA,NA,"netherlands","demonstrative",0,"labor movement",2000,0,0,0,0,0,0,0,0,0,0,"demonstrative",141.843971631206
"168",77,5,24,1,1,"national","small town or countr",140,"Soziale Sicherheit","manifestation, march",1000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,77005,NA,NA,NA,"netherlands","demonstrative",0,"labor movement",1000,0,0,0,0,0,0,0,0,0,0,"demonstrative",70.9219858156028
"169",77,6,24,1,9,"local","large city",175,"andere Bildungsfrage","occupation lieux",50,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,40,0,0,NA,NA,NA,NA,176,NA,1,77006,NA,NA,NA,"netherlands","confrontative",0,"education",50,0,0,0,0,0,0,0,0,0,0,"confrontative",3.54609929078017
"170",77,7,31,1,1,"regional",NA,135,"gegen Umweltverschmu","publicit0 m0dias",1,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,NA,NA,1,77007,1105,1204,NA,"netherlands","conventional",1,"ecology movement",1,0,0,0,0,0,0,0,0,0,0,"conventional",0.0709219858156023
"171",77,8,31,1,1,"regional","large city",110,"anderes","blocus ou autres for",100,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,111,NA,1,77008,NA,NA,NA,"netherlands","confrontative",0,"other goals",100,0,0,0,0,0,0,0,0,0,0,"confrontative",7.09219858156028
"172",77,9,7,2,1,"national","medium-sized town",120,"anderes Arbeiterbewe","manifestation, march",100,0,0,0,0,0,"yes","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,77009,NA,NA,NA,"netherlands","demonstrative",0,"labor movement",100,1,0,0,0,0,0,0,0,0,0,"demonstrative",7.09219858156028
"173",77,10,7,2,1,"international","large city",110,"Frauenbewegung","r0union protestation",1300,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,15,0,0,NA,NA,NA,NA,111,NA,1,77010,NA,NA,NA,"netherlands","demonstrative",1,"women movement",1300,0,0,0,0,0,0,0,0,0,0,"demonstrative",92.1985815602835
"174",77,11,7,2,1,"international","large city",110,"gegen spezifische po","manifestation, march",100,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,111,NA,1,77011,1441,NA,NA,"netherlands","demonstrative",1,"other solidarity mov",100,0,0,0,0,0,0,0,0,0,0,"demonstrative",7.09219858156028
"175",77,12,7,2,1,NA,"medium-sized town",155,"Arbeitslosigkeit, En","occupation lieux",15,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,15,0,0,NA,NA,NA,NA,156,NA,1,77012,NA,NA,NA,"netherlands","confrontative",0,"labor movement",15,0,0,0,0,0,0,0,0,0,0,"confrontative",1.06382978723406
"176",77,13,7,2,1,"national","small town or countr",175,"gegen Atomenergie","manifestation, march",3000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,NA,1211,1,77013,NA,NA,NA,"netherlands","demonstrative",1,"anti-nuclear movemen",3000,0,0,0,0,0,0,0,0,0,0,"demonstrative",212.765957446808
"177",77,14,17,2,1,"national","large city",120,"Lohnfragen","manifestation, march",30000,0,0,0,0,0,"yes","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,122,NA,1,77014,NA,NA,NA,"netherlands","demonstrative",0,"labor movement",30000,1,0,0,0,0,0,0,0,0,0,"demonstrative",2127.65957446808
"178",77,15,21,2,1,"international","large city",110,"Wohnen","r0union protestation",1000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,111,NA,1,77015,NA,NA,NA,"netherlands","demonstrative",0,"other left",1000,0,0,0,0,0,0,0,0,0,0,"demonstrative",70.9219858156028
"179",77,16,21,2,1,"local","large city",110,"gegen spezifische po","organisation tribuna",500,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, first event","yes",1403,111,1410,1,77016,1401,NA,NA,"netherlands","conventional",1,"other solidarity mov",500,0,0,0,0,0,0,0,0,0,0,"conventional",35.4609929078022
"180",77,17,21,2,1,"international","large city",110,"gegen spezifische po","manifestation, march",100,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, final event","yes",1403,111,1410,1,77017,NA,NA,NA,"netherlands","demonstrative",1,"other solidarity mov",100,0,0,0,0,0,0,0,0,0,0,"demonstrative",7.09219858156028
"181",77,18,28,2,1,"local","large city",110,"gegen Bau Verkehrsin","autres conventionnel",1,0,1,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,111,NA,1,77018,1260,NA,NA,"netherlands","conventional",1,"ecology movement",1,0,0,0,0,0,0,0,0,0,0,"conventional",0.0709219858156023
"182",77,19,21,3,1,"national","large city",110,"Kultur, Freizeit, Me","manifestation, march",2000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,111,NA,1,77019,NA,NA,NA,"netherlands","demonstrative",0,"other goals",2000,0,0,0,0,0,0,0,0,0,0,"demonstrative",141.843971631206
"183",77,20,28,3,1,"local","large city",110,"f0r autonomen Wohnra","occupation lieux",40,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,43,5,1,"no","no","no",NA,111,NA,1,77020,NA,NA,NA,"netherlands","confrontative",1,"squatters, youth cen",40,0,0,0,0,0,0,0,0,0,0,"confrontative",2.83687943262409
"184",77,21,28,3,1,"international","large city",155,"f0r spezifische poli","formation SMO",500,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,156,NA,1,77021,1422,NA,NA,"netherlands","conventional",1,"other solidarity mov",500,0,0,0,0,0,0,0,0,0,0,"conventional",35.4609929078022
"185",77,22,4,4,1,"national","large city",165,"gegen Atomenergie","manifestation, march",10000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,166,1209,1,77022,NA,NA,NA,"netherlands","demonstrative",1,"anti-nuclear movemen",10000,0,0,0,0,0,0,0,0,0,0,"demonstrative",709.219858156028
"186",77,23,12,4,1,"national","large city",120,"Bauernmobilisierung","occupation lieux",100,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,40,0,0,NA,NA,NA,NA,122,NA,1,77023,NA,NA,NA,"netherlands","confrontative",0,"farmers",100,0,0,0,0,0,0,0,0,0,0,"confrontative",7.09219858156028
"187",77,24,12,4,1,"national",NA,NA,"gegen spezifische po","publicit0 m0dias",1,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,NA,1411,1,77024,1418,NA,NA,"netherlands","conventional",1,"other solidarity mov",1,0,0,0,0,0,0,0,0,0,0,"conventional",0.0709219858156023
"188",77,25,18,4,1,"national","large city",120,"Soziale Sicherheit","occupation lieux",100,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,14,0,0,NA,NA,NA,NA,122,NA,1,77025,NA,NA,NA,"netherlands","confrontative",0,"labor movement",100,0,0,0,0,0,0,0,0,0,0,"confrontative",7.09219858156028
"189",77,26,25,4,1,"national","large city",155,"gegen Atomenergie","r0union protestation",1000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,156,NA,1,77026,NA,NA,NA,"netherlands","demonstrative",1,"anti-nuclear movemen",1000,0,0,0,0,0,0,0,0,0,0,"demonstrative",70.9219858156028
"190",77,27,2,5,1,"national","large city",110,"Frauenbewegung","manifestation, march",50,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,41,2,1,NA,NA,NA,NA,111,NA,1,77027,NA,NA,NA,"netherlands","demonstrative",1,"women movement",50,0,0,0,0,0,0,0,0,0,0,"demonstrative",3.54609929078017
"191",77,28,9,5,1,"national","large city",110,"Arbeitslosigkeit, En","r0union protestation",1800,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,111,NA,1,77028,NA,NA,NA,"netherlands","demonstrative",0,"labor movement",1800,0,0,0,0,0,0,0,0,0,0,"demonstrative",127.659574468086
"192",77,29,16,5,1,"national","small town or countr",110,"Soziale Sicherheit","r0union protestation",2000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,77029,NA,NA,NA,"netherlands","demonstrative",0,"labor movement",2000,0,0,0,0,0,0,0,0,0,0,"demonstrative",141.843971631206
"193",77,30,23,5,9,"international","small town or countr",175,"Ausl0ndermoblisierun","violence contre pers",7,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,45,7,NA,NA,NA,NA,NA,NA,NA,1,77030,NA,NA,NA,"netherlands","heavy violence",0,"foreigners",7,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.496453900709219
"194",77,31,23,5,9,"international",NA,170,"Ausl0ndermoblisierun","violence contre pers",4,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,45,4,0,NA,NA,NA,NA,NA,NA,1,77031,NA,NA,NA,"netherlands","heavy violence",0,"foreigners",4,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.283687943262411
"195",77,32,23,5,1,"national","large city",110,"Ausl0ndermobilisieru","manifestation, march",500,0,0,0,0,1,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,111,NA,1,77032,NA,NA,NA,"netherlands","demonstrative",0,"foreigners",500,0,0,0,0,0,0,0,0,0,0,"demonstrative",35.4609929078022
"196",77,33,31,5,1,"national",NA,NA,"gegen spezifische po","publicit0 m0dias",1,0,0,0,0,1,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,NA,1409,1,77033,1404,NA,NA,"netherlands","conventional",1,"other solidarity mov",1,0,0,0,0,0,0,0,0,0,0,"conventional",0.0709219858156023
"197",77,34,6,6,1,"national","large city",110,"f0r alternative Verk","manifestation, march",5000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,111,NA,1,77034,NA,NA,NA,"netherlands","demonstrative",1,"ecology movement",5000,0,0,0,0,0,0,0,0,0,0,"demonstrative",354.609929078014
"198",77,35,6,6,1,"national","small town or countr",170,"Ausl0ndermobilisieru","blocus ou autres for",50,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,41,0,0,NA,NA,NA,NA,NA,NA,1,77035,NA,NA,NA,"netherlands","confrontative",0,"foreigners",50,0,0,0,0,0,0,0,0,0,0,"confrontative",3.54609929078017
"199",77,36,6,6,1,"national","large city",155,"Ausl0ndermobilisieru","manifestation, march",300,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,156,NA,1,77036,NA,NA,NA,"netherlands","demonstrative",0,"foreigners",300,0,0,0,0,0,0,0,0,0,0,"demonstrative",21.2765957446808
"200",77,37,20,6,1,"national",NA,145,"Ausl0ndermobilisieru","destruction limit0e",30,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,43,0,0,NA,NA,NA,NA,NA,NA,1,77037,NA,NA,NA,"netherlands","light violence",0,"foreigners",30,0,0,0,0,0,0,0,0,0,0,"light violence",2.12765957446807
"201",77,38,20,6,1,"national","large city",110,"Homobewegung allgeme","manifestation, march",2000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"yes","no","yes",NA,111,1301,1,77038,NA,NA,NA,"netherlands","demonstrative",1,"homosexual movement",2000,0,0,0,0,0,0,0,0,0,0,"demonstrative",141.843971631206
"202",77,39,27,6,1,"national","large city",120,"gegen spezifische po","blocus ou autres for",100,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,122,1409,1,77039,1415,NA,NA,"netherlands","confrontative",1,"other solidarity mov",100,0,0,0,0,0,0,0,0,0,0,"confrontative",7.09219858156028
"203",77,40,11,7,1,"local","large city",110,"Ausl0ndermoblisierun","manifestation, march",500,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,111,NA,1,77040,NA,NA,NA,"netherlands","demonstrative",0,"foreigners",500,0,0,0,0,0,0,0,0,0,0,"demonstrative",35.4609929078022
"204",77,41,8,8,7,"international",NA,NA,"gegen Umweltverschmu","manifestation, march",1000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,NA,1210,1,77041,NA,NA,NA,"netherlands","demonstrative",1,"ecology movement",1000,0,0,0,0,0,0,0,0,0,0,"demonstrative",70.9219858156028
"205",77,42,15,8,1,"regional","small town or countr",NA,"Ausl0ndermoblisierun","manifestation, march",200,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,NA,1213,1,77042,NA,NA,NA,"netherlands","demonstrative",0,"foreigners",200,0,0,0,0,0,0,0,0,0,0,"demonstrative",14.1843971631206
"206",77,43,22,8,1,"international","large city",120,"Ausl0ndermoblisierun","manifestation, march",200,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,121,NA,1,77043,NA,NA,NA,"netherlands","demonstrative",0,"foreigners",200,0,0,0,0,0,0,0,0,0,0,"demonstrative",14.1843971631206
"207",77,44,5,9,1,"international",NA,110,"Ausl0ndermoblisierun","manifestation, march",300,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,77044,NA,NA,NA,"netherlands","demonstrative",0,"foreigners",300,0,0,0,0,0,0,0,0,0,0,"demonstrative",21.2765957446808
"208",77,45,5,9,1,"national","large city",110,"Schwangerschaftsabbr","fete avec significat",10000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,111,NA,1,77045,NA,NA,NA,"netherlands","demonstrative",1,"women movement",10000,0,0,0,0,0,0,0,0,0,0,"festivals",709.219858156028
"209",77,46,5,9,1,NA,"large city",110,"Schwangerschaftsabbr","manifestation, march",5000,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,111,NA,1,77046,NA,NA,NA,"netherlands","demonstrative",1,"women movement",5000,0,0,0,0,0,0,0,0,0,0,"demonstrative",354.609929078014
"210",77,47,5,9,1,"national","large city",135,"Schwangerschaftsabbr","manifestation, march",1000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,136,NA,1,77047,NA,NA,NA,"netherlands","demonstrative",1,"women movement",1000,0,0,0,0,0,0,0,0,0,0,"demonstrative",70.9219858156028
"211",77,48,12,9,1,"national",NA,170,"Ausl0ndermoblisierun","violence contre pers",100,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,41,34,0,NA,NA,NA,NA,NA,NA,1,77048,NA,NA,NA,"netherlands","heavy violence",0,"foreigners",100,0,0,0,0,0,0,0,0,0,0,"heavy violence",7.09219858156028
"212",77,49,12,9,1,"international","large city",110,"gegen spezifische po","manifestation, march",5000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"yes","no","yes",NA,111,1409,1,77049,NA,NA,NA,"netherlands","demonstrative",1,"other solidarity mov",5000,0,0,0,0,0,0,0,0,0,0,"demonstrative",354.609929078014
"213",77,50,19,9,1,"national","large city",175,"gegen Rassismus","publicit0 m0dias",1,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,16,0,0,"no","no","no",NA,176,NA,1,77050,NA,NA,NA,"netherlands","conventional",1,"anti-racism",1,0,0,0,0,0,0,0,0,0,0,"conventional",0.0709219858156023
"214",77,51,26,9,1,NA,"large city",120,"anderes Arbeiterbewe","manifestation, march",4000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,121,NA,1,77051,NA,NA,NA,"netherlands","demonstrative",0,"labor movement",4000,0,0,0,0,0,0,0,0,0,0,"demonstrative",283.687943262411
"215",77,52,26,9,1,"national","medium-sized town",135,"anderes Arbeiterbewe","manifestation, march",8500,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,77052,NA,NA,NA,"netherlands","demonstrative",0,"labor movement",8500,0,0,0,0,0,0,0,0,0,0,"demonstrative",602.836879432625
"216",77,53,10,10,1,"regional","small town or countr",120,"anderes Verkehrsfrag","blocus ou autres for",500,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,NA,NA,1,77053,NA,NA,NA,"netherlands","confrontative",1,"ecology movement",500,0,0,0,0,0,0,0,0,0,0,"confrontative",35.4609929078022
"217",77,54,10,10,1,"national","small town or countr",NA,"gegen spezifische po","publicit0 m0dias",1,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,NA,1411,1,77054,1409,NA,NA,"netherlands","conventional",1,"other solidarity mov",1,0,0,0,0,0,0,0,0,0,0,"conventional",0.0709219858156023
"218",77,55,10,10,1,"local",NA,120,"anderes Arbeiterbewe","manifestation, march",100,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,77055,NA,NA,NA,"netherlands","demonstrative",0,"labor movement",100,0,0,0,0,0,0,0,0,0,0,"demonstrative",7.09219858156028
"219",77,56,10,10,1,"international","large city",110,"Homobewegung allgeme","fete avec significat",1000,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,111,1301,1,77056,1305,NA,NA,"netherlands","demonstrative",1,"homosexual movement",1000,0,0,0,0,0,0,0,0,0,0,"festivals",70.9219858156028
"220",77,57,10,10,1,"international","large city",110,"Homobewegung allgeme","manifestation, march",100,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,111,1301,1,77057,1308,NA,NA,"netherlands","demonstrative",1,"homosexual movement",100,0,0,0,0,0,0,0,0,0,0,"demonstrative",7.09219858156028
"221",77,58,10,10,1,"local","large city",120,"Tierschutz","publicit0 m0dias",1,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,122,NA,1,77058,NA,NA,NA,"netherlands","conventional",1,"ecology movement",1,0,0,0,0,0,0,0,0,0,0,"conventional",0.0709219858156023
"222",77,59,17,10,1,"national","large city",110,"Wohnen","autres assimilatives",500,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,111,NA,1,77059,NA,NA,NA,"netherlands","demonstrative",0,"other left",500,0,0,0,0,0,0,0,0,0,0,"demonstrative",35.4609929078022
"223",77,60,24,10,1,"national","large city",155,"religi0se Bewegung","manifestation, march",5000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,156,NA,1,77060,NA,NA,NA,"netherlands","demonstrative",0,"other right",5000,0,0,0,0,0,0,0,0,0,0,"demonstrative",354.609929078014
"224",77,61,24,10,1,"international","large city",120,"gegen spezifische po","manifestation, march",1000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,121,1412,1,77061,NA,NA,NA,"netherlands","demonstrative",1,"other solidarity mov",1000,0,0,0,0,0,0,0,0,0,0,"demonstrative",70.9219858156028
"225",77,62,24,10,1,"international","large city",110,"Widerstand gegen Sta","r0union protestation",700,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,111,1504,1,77062,NA,NA,NA,"netherlands","demonstrative",1,"other autonomous mov",700,0,0,0,0,0,0,0,0,0,0,"demonstrative",49.6453900709221
"226",77,63,24,10,1,"international","large city",110,"Ausl0ndermoblisierun","manifestation, march",500,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,111,NA,1,77063,NA,NA,NA,"netherlands","demonstrative",0,"foreigners",500,0,0,0,0,0,0,0,0,0,0,"demonstrative",35.4609929078022
"227",77,64,31,10,1,"local","large city",120,"Wohnen","manifestation, march",500,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,122,NA,1,77064,NA,NA,NA,"netherlands","demonstrative",0,"other left",500,0,0,0,0,0,0,0,0,0,0,"demonstrative",35.4609929078022
"228",77,65,31,10,1,"national","large city",110,"Wohnen","manifestation, march",100,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,111,NA,1,77065,NA,NA,NA,"netherlands","demonstrative",0,"other left",100,0,0,0,0,0,0,0,0,0,0,"demonstrative",7.09219858156028
"229",77,66,31,10,1,"international","large city",110,"Entwicklungshilfe","formation SMO",1,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,111,NA,1,77066,1444,NA,NA,"netherlands","conventional",1,"other solidarity mov",1,0,0,0,0,0,0,0,0,0,0,"conventional",0.0709219858156023
"230",77,67,7,11,1,"national","large city",155,"gegen Atomwaffen","manifestation, march",3000,0,0,0,1,0,"yes","no",1,1,0,0,0,0,1,60,0,0,"no","no","yes",NA,156,1103,1,77067,1101,1103,NA,"netherlands","demonstrative",1,"anti-nuclear arms",3000,1,1,1,1,0,1,0,0,0,0,"demonstrative",212.765957446808
"231",77,68,14,11,1,"national","large city",120,"B0rgerrechte links","manifestation, march",500,0,0,0,0,1,"no","no",0,0,0,0,0,0,1,60,0,0,NA,NA,NA,NA,122,NA,1,77068,NA,NA,NA,"netherlands","demonstrative",0,"civil rights",500,0,0,0,1,0,0,0,0,0,0,"demonstrative",35.4609929078022
"232",77,69,14,11,1,"national","large city",120,"f0r spezifische poli","manifestation, march",500,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,121,1413,1,77069,NA,NA,NA,"netherlands","demonstrative",1,"other solidarity mov",500,0,0,0,0,0,0,0,0,0,0,"demonstrative",35.4609929078022
"233",77,70,14,11,1,"national","large city",120,"Gegenmobilisierung S","manifestation, march",200,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,121,NA,1,77070,NA,NA,NA,"netherlands","demonstrative",0,"coutermobilization",200,0,0,0,0,0,0,0,0,0,1,"demonstrative",14.1843971631206
"234",77,71,14,11,1,"local","small town or countr",120,"Wohnen","manifestation, march",500,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,77071,NA,NA,NA,"netherlands","demonstrative",0,"other left",500,0,0,0,0,0,0,0,0,0,0,"demonstrative",35.4609929078022
"235",77,72,21,11,1,"national","large city",110,"gegen spezifische po","manifestation, march",100,0,1,0,1,0,"yes","no",0,0,0,0,0,0,0,60,1,1,"no","no","no",NA,111,NA,1,77072,1439,1753,1757,"netherlands","demonstrative",1,"other solidarity mov",100,1,0,0,0,0,0,0,0,0,0,"demonstrative",7.09219858156028
"236",77,73,12,12,1,"national","large city",120,"gegen spezifische po","manifestation, march",100,0,1,0,0,0,"no","no",0,0,0,0,0,0,0,41,0,0,"no","no","yes",NA,121,1412,1,77073,1434,NA,NA,"netherlands","demonstrative",1,"other solidarity mov",100,0,0,0,0,0,0,0,0,0,0,"demonstrative",7.09219858156028
"237",77,74,12,12,1,"national","large city",120,"Gegenmobilisierung S","manifestation, march",20,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,121,NA,1,77074,NA,NA,NA,"netherlands","demonstrative",0,"coutermobilization",20,0,0,0,0,0,0,0,0,1,1,"demonstrative",1.41843971631205
"238",77,75,19,12,1,"national","large city",120,"B0rgerrechte links","manifestation, march",2000,0,0,1,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,122,NA,1,77075,NA,NA,NA,"netherlands","demonstrative",0,"civil rights",2000,0,0,0,0,0,0,0,0,0,0,"demonstrative",141.843971631206
"239",77,76,19,12,1,NA,"large city",120,"B0rgerrechte links","manifestation, march",1000,0,0,1,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,122,NA,1,77076,NA,NA,NA,"netherlands","demonstrative",0,"civil rights",1000,0,0,0,0,0,0,0,0,0,0,"demonstrative",70.9219858156028
"240",78,1,9,1,1,"regional","small town or countr",135,"gegen Umweltverschmu","d0position plainte j",1,0,0,1,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,NA,NA,1,78001,NA,NA,NA,"netherlands","conventional",1,"ecology movement",1,0,0,0,0,0,0,0,0,0,0,"conventional",0.0709219858156023
"241",78,2,9,1,1,"national","large city",155,"Gegenmobilisierung S","violence symbolique",10,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,41,4,0,NA,NA,NA,NA,156,NA,1,78002,NA,NA,NA,"netherlands","confrontative",0,"coutermobilization",10,0,0,0,0,0,0,0,0,0,1,"confrontative",0.709219858156028
"242",78,3,16,2,1,"national","large city",155,"Gegenmobilisierung S","violence symbolique",9,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,41,5,0,NA,NA,NA,NA,156,NA,1,78003,NA,NA,NA,"netherlands","confrontative",0,"coutermobilization",9,0,0,0,0,0,0,0,0,0,1,"confrontative",0.638297872340426
